RIGOR,HS_GPA_12TH,HS_GPA_11TH,HS_GPA_10TH,HS_GPA_9TH,HS_GPA_ACAD,HS_GPA_WGT,SAT_MATH_AVG,SAT_READ_AVG,SAT_WRIT_AVG,ACT_COMP_AVG,ACT_MATH_AVG,ACT_ENG_AVG,ACT_READ_AVG,ACT_SCI_AVG,HOUR_MATH_HOMEWORK,HOUR_SCIENCE_HOMEWORK,HOUR_OTHER_HOMEWORK,CREDITS_APIB,CREDITS_AP_ENG,CREDITS_AP_MATH,CREDITS_AP_SCIENCE,CREDITS_AP_SOCIAL_SCIENCE,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,X5REMRAT,X5ENRATT
1,3.5,2.5,2.0,3.0,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,3,1.0,0.0,0.0,0.0,1.0,-6.0,-6,-6,-6.0,-6
2,3.5,-9.0,3.0,3.0,3.0,3.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,2,1.5,0.0,0.0,0.0,1.5,3.5,34,31,0.0,3
3,-1.0,-1.0,3.5,3.5,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,2,2,1,0.0,0.0,0.0,0.0,0.0,2.7,35,32,0.0,2
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,-7,2,-8.0,-8.0,-8.0,-8.0,-8.0,0.0,5,0,0.0,1
4,2.0,1.5,1.0,1.5,1.5,1.5,400,400,400,-9,-9,-9,-9,-9,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
2,3.0,3.5,3.0,2.5,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,5.0,2.0,1.0,0.0,0.0,2.5,6,6,0.1,3
1,1.5,2.5,3.0,3.0,2.5,2.5,425,420,400,18,19,17,18,19,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.1,1
2,2.5,2.5,2.0,2.5,2.0,2.5,-9,-9,-9,19,18,24,22,16,2,2,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,2.0,-1.0,-1.0,-1.0,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,-8,-8,-8,-8.0,-8.0,-8.0,-8.0,-8.0,4.0,15,15,0.0,1
3,3.5,3.0,3.5,3.5,3.0,3.5,510,510,500,23,23,24,23,22,-7,2,3,2.0,0.0,0.0,0.0,2.0,-8.0,-8,-8,-8.0,-8
3,2.5,2.5,2.0,2.0,2.0,2.5,500,500,500,20,-9,-9,-9,-9,1,1,2,4.0,1.0,0.0,1.0,1.0,-7.0,0,0,0.0,3
4,1.5,2.0,2.5,2.5,1.5,2.0,560,540,530,24,25,23,24,24,3,3,5,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
4,4.0,4.0,4.0,4.0,4.0,4.0,-9,-9,-9,-9,-9,-9,-9,-9,5,5,6,0.0,0.0,0.0,0.0,0.0,3.4,34,35,0.0,9
3,3.5,3.5,3.0,3.0,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,-7,2,2,0.0,0.0,0.0,0.0,0.0,1.7,9,5,0.1,2
3,3.0,3.5,3.5,3.5,3.5,3.5,580,550,560,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,3.4,33,33,0.0,2
6,2.5,2.5,1.5,2.0,2.0,2.5,-9,-9,-9,-9,-9,-9,-9,-9,1,3,1,0.0,0.0,0.0,0.0,0.0,2.6,25,21,0.1,3
6,-1.0,-1.0,-1.0,0.25,0.25,0.25,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.5,3.5,4.0,4.0,3.5,4.0,-9,-9,-9,25,22,25,20,18,-7,1,2,3.0,1.0,1.0,0.0,1.0,2.9,32,32,0.0,3
6,2.0,1.0,0.5,2.0,0.5,1.0,-9,-9,-9,19,18,18,19,19,1,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,4.0,4.0,4.0,4.0,4.0,4.0,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,2.0,0.0,0.0,1.0,1.0,-8.0,-8,-8,-8.0,-8
4,4.0,4.0,4.0,4.0,4.0,4.5,540,560,530,-9,-9,-9,-9,-9,-8,-8,-8,2.0,0.0,0.0,0.0,1.0,-8.0,-8,-8,-8.0,-8
4,4.0,3.5,2.5,2.5,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
1,3.0,1.5,1.5,2.5,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,1.0,0.0,0.0,1.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,1.5,1.0,1.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,2.5,2.0,2.0,1.5,2.0,2.0,490,480,460,20,20,19,21,20,-9,-7,-9,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.5,3.5,3.5,4.0,3.5,4.0,-9,-9,-9,23,21,25,23,22,3,2,2,2.0,0.0,0.0,1.0,1.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,3.0,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
4,3.5,3.0,3.0,3.0,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,-1.0,-1.0,-1.0,1.5,2.0,1.5,-6,-6,-6,-6,-6,-6,-6,-6,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.5,3.0,3.5,3.5,3.0,4.0,-9,-9,-9,-9,-9,-9,-9,-9,1,2,2,6.5,2.0,1.0,1.0,2.5,2.8,27,24,0.0,3
2,3.0,3.0,-1.0,2.0,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-7.0,3,0,1.0,1
6,2.0,1.5,1.5,1.5,1.0,1.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-9.0,-9,-9,-9.0,-9
6,4.0,4.0,3.5,3.5,3.5,4.0,-9,-9,-9,22,21,22,22,22,1,1,1,1.5,0.0,0.0,0.0,1.5,-8.0,-8,-8,-8.0,-8
5,-1.0,-1.0,1.5,2.0,1.5,2.0,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.0,3.5,3.5,4.0,3.5,3.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,7.0,1.0,3.0,2.0,1.0,1.7,27,19,0.3,1
1,2.0,1.5,2.0,2.0,2.0,2.0,530,520,510,-9,-9,-9,-9,-9,2,3,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,2.5,3.0,2.0,2.5,-6,-6,-6,-6,-6,-6,-6,-6,-7,1,1,0.0,0.0,0.0,0.0,0.0,1.5,28,20,0.0,1
3,2.5,3.0,2.5,2.0,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,3,1,3,0.5,0.0,0.0,0.0,0.5,2.7,29,25,0.1,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
6,3.0,2.5,1.5,2.0,2.0,2.0,500,500,450,-9,-9,-9,-9,-9,2,2,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.5,3.5,3.5,3.0,3.5,4.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,3.4,31,31,0.0,3
3,3.0,3.0,2.5,3.0,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,2,2,3,0.0,0.0,0.0,0.0,0.0,1.4,33,22,0.1,1
1,2.0,1.5,2.0,2.5,1.5,2.0,570,580,560,23,-9,-9,-9,-9,2,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
2,3.5,3.5,3.0,3.0,3.0,3.5,640,620,600,25,-9,-9,-9,-9,2,1,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,3.5,3.0,3.0,3.0,3.0,3.5,560,540,550,24,24,24,24,23,2,2,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,0.5,0.5,0.5,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
1,3.0,3.5,3.5,3.5,3.5,3.5,530,540,520,23,-9,-9,-9,-9,1,1,2,13.0,2.0,2.0,4.0,3.5,3.4,29,29,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,550,520,520,-9,-9,-9,-9,-9,-8,-8,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
3,3.5,4.0,4.0,4.0,4.0,4.75,450,440,440,20,19,20,21,20,2,-7,2,5.0,1.0,1.0,0.0,2.0,3.7,33,33,0.0,3
1,3.0,3.0,3.0,3.5,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,2.0,0.0,1.0,1.0,0.0,1.7,35,31,0.0,3
4,1.5,1.5,2.0,2.0,1.5,2.0,-9,-9,-9,20,20,20,21,20,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,3.0,2.5,2.0,1.5,1.5,2.0,-9,-9,-9,-9,-9,-9,-9,-9,-7,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,3.0,2.5,3.0,3.0,2.5,2.5,560,540,540,-9,-9,-9,-9,-9,-9,-7,-9,0.5,0.0,0.5,0.0,0.0,0.8,22,3,0.0,1
1,3.0,3.5,3.0,3.0,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,0.0,0.0,0.0,0.0,0.0,3.0,3,3,0.1,2
6,2.5,0.5,1.5,2.5,1.5,2.0,-9,-9,-9,16,-9,-9,-9,-9,2,-7,3,2.0,0.0,0.0,0.0,1.0,-6.0,-6,-6,-6.0,-6
1,3.5,2.5,2.5,2.0,2.0,2.5,400,400,400,17,-9,-9,-9,-9,-7,-7,2,0.0,0.0,0.0,0.0,0.0,1.8,34,25,0.0,3
1,3.0,3.0,3.0,2.5,2.5,3.0,400,400,400,17,17,18,17,18,-8,-8,-8,3.5,1.0,0.0,0.0,2.5,-8.0,-8,-8,-8.0,-8
1,2.0,2.5,3.5,2.5,2.0,3.0,-9,-9,-9,22,22,22,22,22,1,1,3,2.0,1.0,0.0,0.0,0.0,1.9,30,10,0.0,3
1,3.5,4.0,3.5,3.0,3.5,4.0,-6,-6,-6,-6,-6,-6,-6,-6,2,2,3,4.5,1.0,1.0,1.0,1.5,3.3,26,26,0.0,3
6,2.5,3.0,3.0,2.5,2.5,3.0,640,510,480,28,27,26,27,24,1,-7,1,0.0,0.0,0.0,0.0,0.0,3.6,41,31,0.2,3
3,3.0,3.5,2.5,3.5,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,3.0,32,32,0.0,3
6,-1.0,-1.0,0.5,2.5,1.5,1.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
4,2.0,2.0,2.5,2.5,2.0,2.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,540,520,520,25,-9,-9,-9,-9,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8
1,4.0,3.0,3.5,3.5,3.0,3.5,600,600,600,19,19,19,19,19,-9,6,6,1.0,0.0,1.0,0.0,0.0,2.4,27,27,0.0,2
3,2.5,3.5,3.0,2.5,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.5,0.5,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,2.5,3.5,3.0,3.0,3.0,3.0,570,580,580,23,23,23,23,23,-7,-7,2,0.0,0.0,0.0,0.0,0.0,1.8,15,12,0.1,1
1,2.5,2.5,3.0,2.5,2.5,3.0,-9,-9,-9,21,-9,-9,-9,-9,2,1,3,0.0,0.0,0.0,0.0,0.0,1.8,32,23,0.1,3
5,1.0,1.5,1.5,1.5,1.5,1.5,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.5,3.5,3.0,3.5,3.0,3.5,490,460,440,21,-9,-9,-9,-9,-8,-8,-8,4.0,2.0,0.0,0.0,2.0,3.0,32,29,0.0,3
6,-1.0,-1.0,2.5,3.5,2.5,3.0,-6,-6,-6,-6,-6,-6,-6,-6,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
4,2.5,2.0,2.5,2.5,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,4,4,4,7.0,2.0,1.0,0.0,3.0,2.4,25,15,0.0,3
3,2.5,3.0,3.0,3.0,3.0,3.0,-9,-9,-9,20,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.0,3
2,3.0,2.5,2.0,3.0,2.5,2.5,560,540,520,24,25,24,24,23,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,1
6,2.5,2.0,2.5,-1.0,2.0,2.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,2.1,18,11,0.1,2
4,3.0,3.0,2.5,2.5,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,1.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
5,3.5,2.0,2.0,2.0,2.0,2.5,520,510,480,-9,-9,-9,-9,-9,1,2,3,0.0,0.0,0.0,0.0,0.0,2.0,32,28,0.1,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
6,3.5,3.0,2.5,2.5,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-9.0,-9,-9,-9.0,2
1,3.5,4.0,4.0,3.5,4.0,4.5,520,530,550,22,22,23,22,21,1,1,1,8.0,1.0,1.0,1.0,4.0,3.1,36,36,0.0,3
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8.0,-8
6,0.25,1.0,2.0,2.5,1.5,1.5,-9,-9,-9,-9,-9,-9,-9,-9,2,3,2,0.5,0.0,0.0,0.0,0.5,-6.0,-6,-6,-6.0,-6
5,3.0,1.5,2.0,2.5,1.5,2.0,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
6,3.5,3.0,3.0,3.0,2.5,3.0,460,440,420,18,18,17,18,19,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,2.0,1.0,1.0,1.5,1.0,1.5,-6,-6,-6,-6,-6,-6,-6,-6,2,4,5,0.0,0.0,0.0,0.0,0.0,1.2,12,4,0.5,6
3,4.0,4.0,4.0,4.0,4.0,4.75,550,560,570,24,24,25,25,23,3,2,5,3.5,1.0,1.0,0.0,1.5,3.8,14,15,0.0,3
3,4.0,4.0,4.0,4.0,4.0,4.5,520,520,500,23,-9,-9,-9,-9,1,1,1,6.0,2.0,3.0,0.0,1.0,3.8,24,24,0.0,3
6,-1.0,-1.0,-1.0,-1.0,-1.0,-9.0,-6,-6,-6,-6,-6,-6,-6,-6,1,4,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
5,3.0,2.5,2.0,2.5,2.5,2.5,400,400,400,21,21,19,24,21,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.5,3.5,3.0,3.0,3.0,3.5,520,480,450,21,21,19,21,21,2,1,2,0.0,0.0,0.0,0.0,0.0,3.5,26,26,0.0,3
2,2.5,2.0,2.5,2.0,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-7.0,0,0,0.0,1
6,-1.0,-1.0,2.0,2.5,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,1.3,26,9,0.1,3
3,3.5,3.5,3.5,4.0,3.5,4.0,580,600,620,27,26,27,27,26,-7,1,3,4.0,1.0,0.0,1.0,2.0,4.0,30,30,0.0,1
6,2.0,2.5,3.0,3.0,2.5,2.5,520,530,510,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,3.5,3.5,3.5,3.0,3.5,4.0,500,500,490,21,21,21,22,20,2,2,2,4.0,2.0,0.0,0.0,2.0,2.8,20,20,0.0,3
6,-1.0,-1.0,3.5,3.5,3.0,3.5,-6,-6,-6,-6,-6,-6,-6,-6,2,1,3,0.0,0.0,0.0,0.0,0.0,3.6,28,28,0.1,5
1,4.0,4.0,4.0,4.0,4.0,4.5,540,510,500,-9,-9,-9,-9,-9,-8,-8,-8,7.0,1.0,1.0,3.0,1.0,-8.0,-8,-8,-8.0,-8
1,3.5,4.0,4.0,4.0,4.0,4.5,490,480,480,20,20,21,21,19,1,2,1,6.0,1.0,1.0,2.0,2.0,3.8,33,33,0.0,3
6,1.5,3.5,3.0,3.5,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,-7,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
5,3.5,4.0,3.5,3.5,3.5,3.5,550,550,530,23,22,22,24,23,2,1,2,0.0,0.0,0.0,0.0,0.0,3.6,22,22,0.0,2
6,-1.0,-1.0,-1.0,1.5,1.5,1.5,-9,-9,-9,17,-9,-9,-9,-9,2,-7,2,0.0,0.0,0.0,0.0,0.0,3.5,24,6,0.3,1
1,2.5,2.5,2.5,3.5,2.5,3.0,-6,-6,-6,-6,-6,-6,-6,-6,2,1,3,1.0,0.0,0.0,0.0,1.0,-8.0,-8,-8,-8.0,-8
2,2.5,2.5,2.5,2.0,2.0,2.5,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,4.0,3.5,3.5,4.0,3.5,4.0,530,540,520,22,-9,-9,-9,-9,2,3,3,4.5,2.0,0.0,0.0,2.5,3.6,31,31,0.0,3
6,3.5,3.5,3.5,3.5,3.5,4.0,-9,-9,-9,22,22,22,22,22,2,1,3,2.0,1.0,0.0,0.0,1.0,4.0,43,44,0.0,13
2,3.0,3.0,2.5,3.0,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,3.0,0.0,0.0,0.0,3.0,1.5,13,9,0.2,1
2,3.5,3.0,2.5,3.0,3.0,3.0,-6,-6,-6,-6,-6,-6,-6,-6,1,-7,1,0.0,0.0,0.0,0.0,0.0,2.0,6,6,0.0,2
1,3.0,1.5,3.0,3.0,2.5,2.5,-6,-6,-6,-6,-6,-6,-6,-6,2,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,3.5,3.5,3.5,3.0,3.5,3.5,580,560,540,23,23,23,23,24,1,2,3,2.0,0.0,0.0,0.0,2.0,4.0,3,3,0.0,3
1,3.0,3.5,3.5,3.0,3.0,3.5,-9,-9,-9,-9,-9,-9,-9,-9,4,1,2,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
2,3.0,2.0,2.5,2.5,2.0,2.5,490,480,460,19,19,19,20,19,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.0,2.5,2.0,3.0,2.5,2.5,-9,-9,-9,23,22,23,23,23,-7,1,1,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
6,3.5,3.5,3.5,3.5,3.5,3.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,2,0.0,0.0,0.0,0.0,0.0,3.9,32,32,0.0,5
1,3.5,3.5,3.5,3.5,3.5,3.5,400,400,400,16,16,16,17,17,-7,-7,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.5,3.0,2.5,3.0,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,1,0.0,0.0,0.0,0.0,0.0,2.9,36,30,0.0,10
3,2.5,2.5,3.0,2.5,2.0,2.5,-9,-9,-9,-9,-9,-9,-9,-9,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.0,2.5,2.5,2.5,2.5,3.0,540,530,510,-9,-9,-9,-9,-9,2,2,2,6.0,0.0,1.0,2.0,3.0,1.6,16,10,0.0,2
3,3.5,3.5,4.0,4.0,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,4,2,3,3.0,1.0,0.0,0.0,2.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,2.0,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,3,2,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,490,500,500,21,21,22,22,21,2,4,3,-8.0,-8.0,-8.0,-8.0,-8.0,-6.0,-6,-6,-6.0,-6
1,2.5,3.5,2.5,3.0,2.5,3.0,530,480,470,23,23,24,23,22,1,-7,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.5,3.5,3.5,3.5,3.5,4.0,-9,-9,-9,25,25,26,26,24,2,3,2,1.0,0.0,0.0,0.0,1.0,1.8,28,11,0.2,1
1,3.0,2.0,2.0,2.5,2.5,2.5,560,560,540,-9,-9,-9,-9,-9,2,2,2,0.0,0.0,0.0,0.0,0.0,2.8,30,27,0.0,3
6,3.0,3.0,2.0,1.0,2.5,2.5,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,1.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
3,4.0,4.0,4.0,4.0,4.0,4.5,570,550,550,-9,-9,-9,-9,-9,2,3,4,8.0,2.0,2.0,2.0,1.0,3.7,38,38,0.0,3
1,3.5,3.0,3.0,3.0,3.0,3.0,-9,-9,-9,24,25,23,25,24,2,3,2,0.0,0.0,0.0,0.0,0.0,2.7,9,9,0.0,2
3,3.0,2.5,3.0,3.5,3.0,3.0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0.0,0.0,0.0,0.0,0.0,3.4,31,31,0.0,3
1,3.5,3.0,2.5,2.5,3.0,3.0,-9,-9,-9,19,19,19,20,19,2,2,2,0.0,0.0,0.0,0.0,0.0,3.1,15,15,0.2,2
1,2.5,3.0,3.0,3.0,2.5,3.0,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,4.0,3.5,4.0,4.0,4.0,4.0,460,460,460,23,-9,-9,-9,-9,3,3,3,0.0,0.0,0.0,0.0,0.0,3.7,33,33,0.0,3
6,1.5,1.5,1.0,1.5,1.0,1.5,550,510,490,24,-9,-9,-9,-9,4,2,4,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,4.0,3.5,4.0,4.0,3.5,4.0,-9,-9,-9,-9,-9,-9,-9,-9,2,1,4,8.5,1.0,2.0,1.0,3.0,3.7,27,27,0.0,3
3,3.5,2.5,3.0,3.5,3.0,3.5,530,500,510,23,20,25,20,22,1,1,1,1.0,0.0,0.0,0.0,1.0,3.0,4,4,0.0,3
3,3.0,3.0,3.0,3.0,2.5,3.0,460,400,420,17,16,17,16,17,-7,-7,2,0.0,0.0,0.0,0.0,0.0,3.5,33,33,0.0,2
1,3.0,3.5,3.5,3.5,3.5,4.0,510,500,490,22,-9,-9,-9,-9,1,1,1,7.0,2.0,1.0,0.0,3.0,2.6,32,31,0.0,1
6,-1.0,-1.0,-1.0,-1.0,2.5,3.0,-6,-6,-6,-6,-6,-6,-6,-6,2,1,2,0.0,0.0,0.0,0.0,0.0,2.7,34,27,0.0,13
6,-1.0,-1.0,-1.0,1.5,1.5,1.5,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,530,510,510,-9,-9,-9,-9,-9,3,3,3,-8.0,-8.0,-8.0,-8.0,-8.0,2.5,32,32,0.1,3
6,-1.0,1.0,1.5,2.0,1.5,1.5,-6,-6,-6,-6,-6,-6,-6,-6,2,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,2.5,3.0,3.0,3.0,3.0,3.0,-9,-9,-9,16,18,16,17,16,-8,-8,-8,2.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
1,3.0,2.0,2.0,2.0,2.0,2.5,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,0.0,0.0,0.0,0.0,0.0,-6.0,-6,-6,-6.0,-6
3,3.5,3.0,3.5,3.5,3.5,3.5,-9,-9,-9,23,-9,-9,-9,-9,3,2,2,3.0,0.0,1.0,1.0,1.0,3.4,29,29,0.0,11
1,2.0,2.5,2.0,2.0,2.0,2.0,-9,-9,-9,-9,-9,-9,-9,-9,2,2,1,0.0,0.0,0.0,0.0,0.0,1.5,21,7,0.1,2
3,2.5,2.5,2.5,3.0,2.5,2.5,530,540,520,-9,-9,-9,-9,-9,3,4,3,1.0,0.0,0.0,0.0,1.0,-8.0,-8,-8,-8.0,-8
6,-1.0,-1.0,-1.0,2.5,2.0,2.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.0,0.0,0.0,0.0,0.0,-8.0,-8,-8,-8.0,-8
