X1SEX,X1RACE,X1HISPANIC,X1WHITE,X1BLACK,X1PAREDU,X1FAMINCOME,X1SES,X1POVERTY130,X1HHNUMBER,X2PAREDU,X2FAMINCOME,X2SES,X2POVERTY130,X2HHNUMBER,X1CONTROL,X1LOCALE,X1REGION,X1SCHOOLCLI,X2ENROLSTAT,X2ENRSTATSCH,X2NUMHS,X2EVERDROP,X2DROPSTAT,X1TXMTSCOR,X1TXMQUINT,X2TXMTSCOR,X2TXMQUINT,X3TGPATOT,HS_GPA_WGT,HS_GPA_ACAD,X3TGPASTEM,RIGOR,X3TCREDTOT,X3TCREDACAD,X3TCREDSTEM,CREDITS_APIB,X3TCREDADV,X3TCREDHON,X3TCREDMAT,X3TCREDSCI,X3TCREDENG,X3THIMATH,X3THISCI,X3T1CREDALG2,X3T1CREDCALC,X3T1CREDPHYS,X3T1CREDSTAT,X3TWHENALG1,X3HSCOMPSTAT,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,X5REMRAT,X5ENRATT
1,3,0,0,1,-8,-8,-0.2935,-8,-8,2,4,-0.5607,0,4,1,1,3,-9.0,1,1,1,0,0,55.1864,4,54.6738,4,3.0,3.5,3.0,3.0,6,25.5,22.5,11.5,1.0,1.0,5.0,6.0,5.5,3.0,12,2,1,1,0,0,6,1,2.7,31,30,0.0,13
2,6,0,1,1,-8,-8,-0.3502,-8,-8,5,5,0.0589,0,6,1,1,4,-9.0,1,1,1,0,0,52.3104,4,52.1203,4,2.5,2.5,2.5,2.5,5,23.0,18.5,6.0,0.0,1.0,0.0,3.5,2.5,4.0,11,1,0,0,0,0,4,1,3.0,2,2,0.2,3
2,-9,-9,1,0,-8,-8,-8.0,-8,-8,2,4,0.0129,0,4,2,1,3,1.15,2,2,2,1,3,-8.0,-8,30.1348,1,2.5,3.0,2.5,1.5,1,29.0,22.0,8.5,0.0,0.0,7.0,5.0,3.0,5.0,8,1,1,0,1,0,4,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,2,2,-0.8455,1,4,4,2,-0.3257,0,3,1,3,3,-0.3,1,1,1,0,0,44.8229,2,37.1135,1,1.0,1.0,0.5,1.0,6,20.0,9.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,8,1,0,0,0,0,9,5,-6.0,-6,-6,-6.0,-6
1,6,0,1,0,-8,-8,0.7724,-8,-8,5,12,0.5282,0,5,1,2,4,-0.61,1,1,1,0,0,47.5655,2,54.1074,4,2.5,3.0,2.5,2.5,6,24.0,19.0,8.0,1.0,1.0,0.0,3.0,4.0,3.0,6,5,1,0,0,0,4,1,2.2,24,20,0.2,1
2,5,1,1,1,4,7,0.9151,0,2,5,7,0.8278,0,3,1,1,4,-3.13,1,1,1,0,0,37.6277,1,48.8756,3,2.0,2.0,2.0,1.5,4,22.0,18.5,9.0,0.0,1.5,0.0,6.0,3.0,4.0,5,1,0,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,2,2,-0.5999,1,7,2,2,-0.6679,1,5,1,4,4,-0.98,4,5,2,1,2,43.4981,2,33.4512,1,1.0,1.0,1.0,1.0,6,2.0,2.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,4,0,0,0,0,0,4,2,-8.0,-8,-8,-8.0,-8
1,3,0,0,1,3,11,-0.1536,0,8,4,7,0.1376,0,7,1,4,4,-2.0,1,1,1,0,0,48.4104,3,50.3621,3,1.5,1.5,1.0,1.0,4,22.0,16.5,6.0,0.0,0.0,0.0,3.0,3.0,5.0,5,1,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,6,0,1,1,2,1,-1.3184,1,3,-8,-8,-8.0,-8,-8,2,1,3,1.31,2,2,1,0,0,41.4937,1,-8.0,-8,3.0,3.0,3.0,2.5,1,27.0,19.0,8.0,1.0,1.0,3.0,3.0,4.0,4.0,6,2,1,0,1,0,10,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,2,1,-1.0537,1,5,2,2,-0.4652,1,4,1,1,2,-0.46,2,2,2,0,0,51.4748,3,50.656,3,3.0,3.0,3.0,3.0,4,26.5,16.5,6.0,1.0,1.0,3.0,3.0,3.0,4.0,6,1,1,0,0,0,4,1,-9.0,40,40,0.0,5
2,8,0,1,0,7,8,1.897,0,4,7,8,1.7583,0,4,2,2,2,1.74,1,1,1,0,0,61.5325,5,65.4589,5,4.0,4.0,3.5,3.5,6,26.0,20.5,9.0,4.0,4.0,7.0,5.0,4.0,4.5,12,5,1,1,1,1,10,1,3.0,26,22,0.0,3
2,-9,-9,-9,-9,-8,-8,-8.0,-8,-8,5,13,0.7626,0,4,2,2,4,1.36,1,1,1,0,0,-8.0,-8,50.8766,3,3.5,4.0,3.5,3.0,3,30.0,21.5,8.0,7.0,8.0,5.0,4.0,4.0,4.0,11,2,1,0,1,0,10,1,3.1,24,24,0.0,3
2,8,0,1,0,2,3,0.0115,0,6,2,3,-0.498,1,7,1,2,3,-0.7,1,1,1,0,0,48.1758,3,50.6082,3,4.0,4.0,4.0,4.0,1,30.0,20.0,9.0,0.0,4.0,0.0,4.0,4.0,4.0,6,2,1,0,0,0,4,1,3.7,28,28,0.0,5
2,2,0,0,0,-8,-8,-0.2357,-8,-8,-8,-8,-8.0,-8,-8,1,1,4,-3.13,1,1,1,0,0,50.9262,3,-8.0,-8,4.0,4.0,4.0,4.0,1,24.0,21.0,11.0,6.0,8.0,0.0,5.0,5.0,4.0,13,5,1,1,1,0,10,1,-8.0,-8,-8,-8.0,-8
2,3,0,0,1,-8,-8,0.0383,-8,-8,2,2,-0.2943,0,4,1,3,3,-0.3,1,1,1,0,0,62.2737,5,62.8414,5,4.0,4.0,4.0,4.0,1,29.0,24.0,8.0,1.0,3.0,0.0,4.0,3.0,4.0,11,1,0,0,0,0,9,1,-8.0,-8,-8,-8.0,-8
1,4,1,-9,-9,-8,-8,-8.0,-8,-8,7,8,1.8471,0,6,1,2,3,-0.32,1,1,1,0,0,-8.0,-8,58.4283,5,3.5,4.0,3.5,3.5,3,25.5,23.0,8.5,6.0,11.5,1.0,4.0,4.5,4.0,13,5,0,1,1,0,9,1,-8.0,-8,-8,-8.0,-8
2,2,0,0,0,2,5,-0.0117,0,5,3,4,-0.3597,0,5,2,2,3,-9.0,1,1,1,0,0,64.0068,5,51.9057,3,4.0,4.5,3.5,4.0,1,27.5,22.0,10.5,4.0,0.0,14.5,5.0,4.5,4.0,13,2,1,1,1,0,4,1,3.0,28,25,0.0,3
1,8,0,1,0,4,13,0.6952,0,6,5,13,0.7448,0,6,2,1,3,-0.03,1,1,1,0,0,49.4408,3,54.3851,4,2.0,2.0,2.0,2.0,5,28.5,18.5,8.0,0.0,0.0,0.0,4.0,2.0,4.5,9,1,1,0,1,1,4,1,2.4,33,33,0.0,1
1,8,0,1,0,2,3,-0.4843,0,4,3,3,0.1385,0,4,1,2,1,-0.57,1,1,1,0,0,53.4913,4,49.0714,3,3.5,3.5,3.5,3.0,6,22.0,17.0,5.5,0.0,1.0,0.0,3.0,2.0,5.0,7,1,1,0,0,0,10,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,4,6,0.814,0,3,5,2,0.7317,1,4,1,2,3,-8.0,1,1,1,0,0,61.2377,5,63.5067,5,3.5,3.5,3.0,3.0,1,30.5,23.0,14.0,2.0,2.0,0.0,5.0,6.0,5.0,12,5,0,1,0,1,9,1,2.3,25,25,0.0,3
2,2,0,0,0,3,2,-0.3686,1,4,4,4,0.0435,0,4,1,2,1,-0.61,1,1,1,1,3,36.0899,1,35.428,1,2.5,2.5,2.5,2.0,6,17.5,13.0,6.5,0.0,0.0,0.0,2.5,4.0,3.0,8,1,0,0,1,0,9,4,2.3,21,18,0.0,2
1,8,0,1,0,2,1,-1.1394,1,3,2,1,-1.1196,1,2,1,2,3,-1.71,4,1,2,1,2,52.0643,3,44.879,2,2.0,2.0,1.5,1.5,6,7.5,5.5,2.5,0.0,0.0,0.0,1.5,1.0,1.5,5,1,0,0,0,0,4,2,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,3,4,0.1432,0,4,4,3,-0.1025,0,4,1,3,3,-1.5,1,1,1,0,0,67.3389,5,62.4065,5,3.5,4.0,3.5,3.0,3,29.0,26.0,9.0,6.0,7.0,14.0,5.0,4.0,4.0,11,5,1,0,0,0,10,1,2.2,26,23,0.0,3
1,8,0,1,0,4,11,0.2886,0,4,2,13,-0.0919,0,3,1,2,1,-0.97,1,1,1,0,0,66.4796,5,63.0303,5,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,4,6,0.9017,0,4,6,11,1.2292,0,4,2,2,1,1.59,1,1,1,0,0,61.5028,5,60.7309,5,-9.0,-9.0,-9.0,-9.0,3,36.0,31.0,7.0,0.5,2.5,5.5,3.0,4.0,5.5,11,2,1,0,1,0,10,1,3.0,45,44,0.0,3
1,5,1,1,0,1,1,-1.7157,1,4,1,2,-0.7322,1,5,1,4,3,0.08,1,1,1,0,0,47.5556,2,44.0397,2,2.0,2.0,1.5,1.5,4,25.0,19.5,8.0,0.0,1.0,0.0,4.0,4.0,4.5,6,1,1,0,1,0,4,1,-7.0,0,0,0.0,1
1,2,0,0,0,2,3,-0.8405,0,5,3,2,-0.4805,1,5,1,1,4,-2.76,1,1,1,0,0,47.4595,2,41.5747,2,3.0,3.5,3.0,2.0,3,28.0,17.0,6.5,1.5,4.5,5.5,3.5,3.0,4.0,8,2,1,0,0,0,10,5,2.6,24,16,0.0,3
2,6,0,0,0,2,3,0.0584,0,4,2,2,-0.5024,0,2,1,1,2,-0.89,2,2,2,0,0,44.6799,2,41.3835,2,0.5,0.5,0.5,0.5,6,10.5,7.0,2.5,0.0,0.0,0.0,2.0,0.0,3.5,4,0,0,0,0,0,6,1,-6.0,-6,-6,-6.0,-6
2,4,1,-9,-9,-8,-8,-8.0,-8,-8,2,1,-1.0653,1,3,1,2,2,-2.48,1,1,1,0,0,-8.0,-8,45.0574,2,2.5,3.0,2.0,2.0,5,22.5,20.5,6.0,3.5,3.5,8.0,3.0,3.0,4.0,6,2,0,0,0,0,4,1,1.9,25,15,0.1,1
1,3,0,0,1,2,2,-0.9952,1,3,2,2,-0.6054,0,3,1,1,2,0.69,2,6,2,0,0,65.1674,5,67.1773,5,3.0,3.0,3.0,3.0,3,26.5,19.5,8.0,0.0,0.5,0.5,4.5,3.5,4.5,11,2,1,0,0,0,4,1,0.0,14,0,0.0,1
1,2,0,0,0,1,1,-1.4438,1,3,1,2,-1.1597,0,2,1,2,3,0.25,1,1,1,0,0,55.8806,4,62.2834,5,3.5,3.5,3.5,3.5,3,24.0,21.0,8.0,3.0,4.0,0.0,4.0,4.0,5.0,8,2,0,0,1,0,9,1,-8.0,-8,-8,-8.0,-8
2,-9,-9,1,0,-8,-8,-8.0,-8,-8,2,5,-0.1956,0,3,1,2,2,-4.0,1,1,2,0,0,-8.0,-8,64.0865,5,3.5,3.5,3.0,3.0,3,29.5,24.5,9.0,2.0,3.0,7.0,5.0,4.0,4.0,13,2,1,1,0,0,8,1,2.3,34,34,0.0,3
1,8,0,1,0,2,1,-1.2098,1,3,4,1,-0.8608,1,3,1,3,3,0.78,1,1,1,0,0,45.4879,2,35.5323,1,2.0,2.0,2.5,2.0,3,30.5,24.0,10.0,0.0,1.0,0.0,4.0,6.0,4.0,7,2,1,0,1,0,4,1,-6.0,-6,-6,-6.0,-6
2,2,0,0,0,-8,-8,-0.7752,-8,-8,2,1,-0.9615,1,3,1,4,3,-9.0,1,1,1,0,0,52.8566,4,44.5492,2,2.5,3.0,2.5,2.5,1,32.0,20.5,9.0,0.0,0.0,2.0,4.0,4.0,5.0,11,1,1,0,0,0,4,1,2.3,33,32,0.0,1
2,8,0,1,0,7,8,1.998,0,3,7,9,1.2464,0,3,1,2,4,-0.1,1,1,1,0,0,64.0214,5,65.1304,5,4.0,4.0,4.0,3.5,1,26.0,21.0,8.5,1.0,6.0,0.0,4.0,4.0,4.0,13,3,1,1,1,0,10,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,-8,-8,0.0898,-8,-8,-8,-8,-8.0,-8,-8,1,1,1,-1.12,1,1,1,0,0,52.3968,4,-8.0,-8,3.5,3.5,3.5,3.0,6,23.5,18.5,9.0,0.0,15.0,1.0,4.0,4.5,4.0,8,3,0,0,0,0,4,5,3.5,30,30,0.0,3
1,3,0,0,1,5,6,0.6052,0,7,2,6,-0.3436,0,6,1,4,3,-0.65,1,1,1,0,0,40.3821,1,49.5239,3,2.5,2.5,2.0,2.0,1,36.0,27.5,10.5,0.0,0.0,0.0,4.5,5.5,8.0,6,2,1,0,0,0,4,1,1.0,24,6,0.5,1
2,5,1,1,0,-8,-8,-0.7973,-8,-8,1,1,-1.6585,1,3,1,1,2,-8.0,1,1,1,0,0,44.3591,2,36.2112,1,2.0,2.0,2.0,1.5,6,18.0,15.5,6.5,0.0,1.0,0.0,4.5,2.0,3.5,6,2,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,-8,-8,0.6386,-8,-8,6,11,0.9478,0,3,1,1,3,-0.01,1,1,1,0,0,66.6714,5,63.1983,5,2.0,2.5,2.5,2.0,6,22.0,17.5,7.5,1.0,4.5,0.0,2.5,3.0,3.0,11,1,0,0,1,0,10,5,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,7,7,1.0936,0,4,7,7,1.0076,0,4,2,2,4,-9.0,1,1,1,0,0,52.4716,4,55.1616,4,3.5,4.0,3.5,3.5,6,27.5,16.5,7.0,3.0,3.0,2.0,3.5,3.0,3.5,13,1,0,0,1,0,9,1,-8.0,-8,-8,-8.0,-8
1,3,0,0,1,-8,-8,0.454,-8,-8,-8,-8,-8.0,-8,-8,1,3,2,-1.26,2,2,1,0,0,52.2037,4,-8.0,-8,1.5,1.5,1.0,1.5,6,6.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,4,1,0,0,0,0,4,5,0.0,18,0,1.0,1
2,1,0,0,0,-8,-8,-0.1089,-8,-8,5,3,0.3809,0,3,1,1,4,-1.6,1,1,1,0,0,55.4918,4,56.0395,4,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,5,4.0,5,5,0.3,3
1,8,0,1,0,2,4,-0.4584,0,5,2,3,-0.4723,0,5,1,2,1,0.22,1,1,1,0,0,59.5975,5,63.1892,5,4.0,4.0,3.5,3.5,1,23.0,20.0,9.5,1.0,0.0,7.5,4.0,4.5,4.0,12,1,1,1,1,0,10,1,1.5,18,15,0.0,1
1,8,0,1,0,2,4,0.0083,0,6,2,4,-0.0426,0,5,1,4,3,-9.0,1,1,1,0,0,51.4462,3,38.9961,1,2.0,2.0,1.5,1.5,6,17.5,11.0,6.0,0.0,1.0,0.0,3.0,2.0,2.5,6,1,0,0,0,0,4,1,0.4,30,9,0.1,1
2,8,0,1,0,2,9,0.3987,0,4,2,8,0.4899,0,4,1,4,4,-1.13,1,7,1,0,0,32.2216,1,50.8427,3,2.5,2.5,2.5,1.5,3,22.5,18.0,7.0,0.0,0.0,0.0,4.0,3.0,4.0,8,2,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,7,7,1.374,0,9,5,9,0.5266,0,8,1,2,2,-1.65,1,1,1,0,0,59.7233,5,65.3951,5,3.5,3.5,3.0,3.5,1,30.0,21.5,13.5,1.0,3.5,4.0,4.0,4.0,4.5,13,2,1,1,1,0,10,1,-8.0,-8,-8,-8.0,-8
2,3,0,0,1,5,4,0.6846,0,2,-8,-8,-8.0,-8,-8,1,2,3,-9.0,2,2,1,0,0,48.987,3,-8.0,-8,1.5,1.5,1.5,1.5,1,26.5,20.5,8.5,0.0,0.0,0.0,4.5,3.0,7.5,5,2,0,0,0,0,4,1,0.0,14,0,0.5,1
2,8,0,1,0,2,4,-0.3332,0,4,-8,-8,-8.0,-8,-8,1,1,2,-0.39,1,1,1,0,0,40.6165,1,-8.0,-8,3.0,3.0,2.5,2.5,2,25.5,15.0,6.5,0.0,0.5,0.0,3.0,3.0,4.0,6,1,1,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,3,4,-0.0898,0,3,5,3,0.5287,0,3,1,4,3,-9.0,1,1,1,0,0,53.2202,4,41.7571,2,3.5,3.5,3.5,3.5,3,29.5,20.5,6.0,0.0,3.0,0.0,3.0,3.0,4.5,6,1,1,0,0,0,10,1,3.0,32,32,0.0,2
1,8,0,1,0,4,4,-0.1804,0,4,5,7,0.435,0,3,1,1,4,-0.33,1,1,1,0,0,49.878,3,50.0194,3,2.0,2.0,1.5,1.5,5,24.5,16.5,6.0,0.5,0.5,2.0,3.0,2.0,5.5,6,1,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,5,1,1,0,2,4,0.3221,0,3,2,3,0.1909,0,3,1,2,2,-0.48,1,1,1,0,0,42.0384,2,48.1076,3,1.5,1.5,1.5,1.5,6,24.0,12.5,5.5,0.0,1.0,0.0,2.0,2.0,3.5,5,2,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,-8,-8,-0.574,-8,-8,2,2,-0.708,1,5,1,4,3,-9.0,5,2,1,1,1,46.1502,2,44.1321,2,0.25,0.25,0.25,0.25,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,5,-6.0,-6,-6,-6.0,-6
1,4,1,-9,-9,-8,-8,-8.0,-8,-8,2,2,-1.1291,1,5,1,4,3,-0.34,1,1,1,0,0,-8.0,-8,32.9265,1,1.5,1.5,1.5,1.5,2,27.0,17.0,9.0,0.0,0.0,0.0,3.0,4.0,4.0,8,2,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
1,8,0,1,0,4,7,0.7961,0,6,5,7,0.6711,0,4,1,4,4,-3.01,1,1,1,0,0,54.1177,4,47.2167,2,3.5,3.5,3.5,3.0,6,15.5,10.0,3.5,0.5,0.5,1.0,2.5,1.0,3.0,6,1,0,0,0,0,4,1,3.6,26,26,0.0,2
2,8,0,1,0,2,2,-0.87,1,4,2,2,-0.8231,1,5,1,4,3,-8.0,2,2,2,0,0,42.5941,2,50.5377,3,2.5,2.5,2.0,2.0,1,30.5,25.0,9.0,0.0,0.0,0.0,4.0,4.0,4.5,6,2,1,0,1,0,4,1,2.3,20,16,0.2,1
1,-9,-9,1,0,-8,-8,-8.0,-8,-8,5,6,0.7299,0,6,1,2,1,-0.69,1,1,1,0,0,-8.0,-8,50.5935,3,3.0,3.5,3.0,3.0,1,28.0,22.5,9.5,2.0,2.5,6.0,3.5,5.0,4.0,9,5,1,0,0,0,10,1,3.5,6,6,0.0,13
2,8,0,1,0,-8,-8,-0.1077,-8,-8,2,4,-0.4122,0,4,1,1,4,-0.78,1,1,1,0,0,52.2967,4,54.0,4,4.0,4.0,3.5,3.5,6,29.5,17.5,7.5,1.0,9.0,0.0,4.0,3.0,3.5,10,2,1,0,0,0,10,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,-8,-8,0.0201,-8,-8,6,5,1.2447,0,5,2,2,2,0.17,1,1,1,0,0,51.739,3,62.0034,5,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,3.2,16,16,0.0,1
2,6,0,0,1,5,5,1.1395,0,3,6,5,1.1562,0,2,1,1,3,-2.69,1,1,1,0,0,43.7789,2,45.7005,2,2.0,2.0,2.0,2.0,1,28.5,20.5,8.5,0.0,0.0,2.0,4.0,4.0,4.0,8,2,1,0,0,0,4,1,1.6,15,9,0.0,2
2,8,0,1,0,-8,-8,-0.0113,-8,-8,6,3,0.181,0,3,1,2,2,0.24,1,1,1,0,0,43.7838,2,35.3548,1,2.5,2.5,2.5,2.5,6,24.0,12.5,6.5,0.0,0.5,0.0,2.5,3.5,2.5,6,2,1,0,0,0,4,1,1.9,21,15,0.2,1
2,2,0,0,0,5,6,1.4041,0,4,6,6,0.9216,0,4,1,2,1,-0.4,1,1,1,0,0,59.4571,5,63.7205,5,3.0,3.5,3.0,2.5,3,31.0,27.0,9.0,2.0,10.0,11.0,4.0,5.0,4.0,13,5,0,1,0,0,9,1,-9.0,-9,-9,-9.0,2
2,8,0,1,0,4,6,1.2487,0,4,5,7,0.604,0,5,1,1,3,1.22,1,1,1,0,0,62.9552,5,51.2906,3,3.5,4.0,3.0,3.0,3,32.0,30.0,8.0,8.0,11.0,10.0,4.0,4.0,4.0,13,5,1,1,0,1,10,1,2.1,32,26,0.0,7
2,6,0,1,0,5,6,0.7145,0,6,6,6,0.7919,0,5,1,1,3,-2.17,1,1,1,0,0,66.3094,5,65.9049,5,3.5,4.0,3.5,3.5,3,30.0,22.0,8.0,13.0,15.0,0.0,4.0,4.0,4.0,13,5,0,1,1,0,9,1,-8.0,-8,-8,-8.0,-8
2,5,1,1,0,2,3,-0.5318,0,4,2,3,-0.6504,0,4,1,2,3,-9.0,1,1,1,0,0,52.924,4,50.9021,3,3.0,3.5,3.0,2.5,5,26.0,24.0,7.0,0.0,0.0,11.5,4.0,2.5,5.0,7,1,1,0,1,0,4,1,3.1,47,44,0.1,3
1,8,0,1,0,2,3,-0.3378,0,3,2,2,-0.544,1,4,1,4,3,-8.0,1,1,1,0,0,32.2505,1,34.7628,1,2.5,2.5,2.5,2.0,6,21.0,14.0,7.5,0.0,1.0,0.0,2.5,4.0,3.5,5,1,0,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,-8,-8,-0.0238,-8,-8,-8,-8,-8.0,-8,-8,1,4,4,-0.93,2,2,1,0,0,39.3965,1,-8.0,-8,0.25,0.25,0.25,0.25,6,1.5,1.5,1.5,0.0,0.0,0.0,1.0,0.5,0.0,4,1,0,0,0,0,4,2,0.0,13,0,0.4,2
2,3,0,0,1,2,4,-0.1795,0,4,2,4,-0.1847,0,4,1,2,3,-0.76,1,1,1,0,0,34.7813,1,43.9795,2,2.5,2.5,2.5,2.0,3,30.0,24.0,10.0,0.0,0.0,0.0,6.0,4.0,5.0,6,2,1,0,0,0,4,1,1.4,28,14,0.1,9
1,8,0,1,0,2,2,-0.7306,1,4,2,3,-0.3971,0,5,1,4,3,-9.0,1,1,1,1,3,30.4867,1,33.5779,1,3.0,3.0,2.5,2.5,5,18.0,11.5,4.5,0.0,0.5,0.0,2.5,2.0,4.0,5,1,0,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,4,1,-9,-9,-8,-8,-8.0,-8,-8,6,1,0.6894,1,4,1,2,2,0.76,1,1,1,0,0,-8.0,-8,67.5726,5,3.0,3.0,3.0,3.5,2,27.0,20.0,11.0,0.0,0.0,0.0,4.0,4.0,4.0,8,1,1,0,1,0,4,1,0.2,27,1,0.0,1
1,5,1,1,0,2,1,-1.2098,1,2,-8,-8,-8.0,-8,-8,1,1,3,-0.68,2,2,1,0,0,36.7197,1,-8.0,-8,1.5,1.5,1.5,1.0,1,28.0,20.0,8.5,1.0,1.5,0.0,4.0,3.5,4.5,6,2,0,0,0,0,4,1,0.0,19,0,0.7,1
1,3,0,0,1,2,2,-0.8837,1,4,2,1,-1.3541,1,4,1,2,2,-0.81,2,5,2,1,3,41.1839,1,39.8185,1,0.5,0.5,0.5,0.5,6,3.0,2.5,1.0,0.0,0.0,0.0,1.0,0.0,0.5,4,0,0,0,0,0,4,3,-6.0,-6,-6,-6.0,-6
2,3,0,0,1,5,2,0.2926,0,4,6,2,0.0424,0,3,1,4,2,-0.6,1,1,1,0,0,34.6682,1,41.5844,2,2.5,2.5,2.5,3.0,6,24.5,18.0,6.5,0.0,0.0,0.0,3.5,3.0,5.5,6,2,0,0,1,0,4,1,1.1,25,12,0.4,1
1,8,0,1,0,2,5,-0.6031,0,5,2,10,-0.2998,0,6,1,4,3,0.06,1,1,1,0,0,46.783,2,46.5425,2,2.5,2.5,2.0,2.0,1,27.0,17.0,10.0,0.0,1.0,0.0,4.0,4.0,4.0,5,2,0,0,0,0,9,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,2,3,-0.8321,0,4,2,1,-1.2109,1,5,1,4,1,-0.15,1,1,1,0,0,52.4882,4,56.6545,4,3.5,3.5,3.5,3.0,1,32.0,26.5,7.5,0.0,4.0,0.0,4.0,3.0,4.0,11,2,1,0,0,0,10,1,-6.0,-6,-6,-6.0,-6
2,8,0,1,0,4,6,0.2044,0,4,5,6,0.7467,0,4,1,1,2,-0.46,1,1,1,0,0,53.83,4,53.2736,4,3.5,4.0,3.5,3.5,3,28.0,21.0,8.0,2.0,3.0,10.5,4.0,4.0,4.0,11,3,0,0,0,0,9,1,2.7,31,29,0.0,3
2,3,0,0,1,2,2,-0.3844,1,5,2,2,-0.3557,0,3,1,1,1,0.48,1,1,1,0,0,46.8045,2,38.5498,1,2.0,2.5,2.0,2.0,3,32.0,22.0,8.0,0.0,0.0,3.0,4.0,4.0,5.0,6,1,1,0,1,0,4,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,5,11,1.3512,0,5,6,11,1.3865,0,5,2,2,4,-9.0,1,1,1,0,0,60.8664,5,51.3878,3,3.0,3.0,2.5,2.5,1,32.0,20.5,8.0,0.0,0.0,0.0,4.0,3.0,4.5,9,1,0,0,1,1,4,1,3.2,31,28,0.0,3
1,5,1,1,0,2,3,-0.39,0,4,2,2,-0.6431,1,7,1,1,3,-0.68,4,1,1,0,0,63.5906,5,55.7527,4,3.5,3.5,3.5,3.5,1,31.5,25.0,12.5,6.0,15.0,0.0,5.0,6.5,5.5,13,5,1,1,1,0,4,1,3.8,15,12,0.0,13
1,8,0,1,0,2,6,-0.3676,0,3,2,3,-0.2632,0,4,1,1,2,-0.52,1,1,1,0,0,64.9539,5,65.7516,5,-8.0,-8.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,-8,-8,-8,-8,-8,-8,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,3,3,-0.0105,0,4,4,3,0.189,0,2,1,1,4,-2.06,1,1,1,0,0,57.7393,4,45.8829,2,2.5,2.5,2.0,2.5,6,24.5,14.0,5.0,0.0,0.0,0.0,3.5,1.0,4.0,5,1,0,0,0,0,4,1,-8.0,-8,-8,-8.0,-8
1,8,0,1,0,2,3,-0.5628,0,4,2,4,-0.5538,0,2,1,3,2,0.37,1,1,1,0,0,48.9209,3,40.9132,2,2.5,2.5,2.0,1.5,4,22.5,14.0,6.0,0.0,1.0,0.0,3.0,3.0,4.0,6,2,1,0,0,0,4,1,-6.0,-6,-6,-6.0,-6
1,5,1,1,0,5,6,1.0699,0,3,6,5,0.9102,0,6,1,4,1,-1.49,1,1,1,0,0,63.9025,5,66.1753,5,3.5,4.0,3.5,3.0,3,36.0,31.0,12.0,7.0,7.5,17.0,6.0,6.0,4.0,13,5,1,1,1,0,4,1,-8.0,-8,-8,-8.0,-8
2,8,0,1,0,5,8,0.7292,0,4,6,8,1.2303,0,4,2,1,2,0.8,1,1,1,0,0,40.7233,1,52.6999,4,3.5,3.5,3.5,3.0,3,29.5,22.0,8.0,1.0,1.0,0.0,4.0,4.0,4.0,7,5,0,0,0,0,4,1,3.5,39,39,0.0,3
